abejaip	_ _
tsëks	_ t' s' ee k s _
tsëmel	_ t' s' ee m' e l _
tsënaks	_ t' s' ee n a k s _
tsëp	_ t' s' ee p _
tsëpek	_ t' s' ee p' e k _
tsëprutek	_ t' s' ee p r u t' e k _
tsërbed	_ t' s' ee r' b' e t _
tsësap	_ t' s' ee s a p _
tsû	_ t s uu _
tsûb	_ t s uu p _
tsûgeim	_ t s uu g' e j m _
tsûgil	_ t s uu g' i l _
tsûlëv	_ t s uu l' ee v _
tsûp	_ t s uu p _
tsûpok	_ t s uu p oo k _
tsûpokaikðik	_ t s uu p oo k a j k' S' i k _
tsûpokdeiþ	_ t s uu p oo g' d' e j S _
tsûps	_ t s uu p s _
tsûr	_ t s uu r _
tsûrg	_ t s uu r k _
tsûrps	_ t s uu r p s _
tsûð	_ t s uu S _
tua	_ t u a _
tuagap	_ t u a g a p _
tuagnar	_ t u a g n a r _
tuagpa	_ t u a k p a _
tuagsov	_ t u a k s oo v _
tuahnapð	_ t u a h n a p S _
tuaik	_ t u a j k _
tuaiks	_ t u a j k s _
tuaiksirt	_ t u a j k' s' i r t _
tuailba	_ t u a j l b a _
tuailk	_ t u a j l k _
tuailks	_ t u a j l k s _
tuailksap	_ t u a j l k s a p _
tuailmu	_ t u a j l m u _
tuairg	_ t u a j r k _
tuairk	_ t u a j r k _
tuairkap	_ t u a j r k a p _
tuairs	_ t u a j r s _
tuais	_ t u a j s _
tuaisap	_ t u a j s a p _
tuaisoun	_ t u a j s oo w n _
tuaista	_ t u a j s t a _
tuaisði	_ t u a j s' S' i _
tuaj	_ t u a j' _
tuajap	_ t u a j' e p _
tuajeirp	_ t u a j' e j r p _
tuajen	_ t u a j' e n _
tuajiva	_ t u a j' i v a _
tuajivas	_ t u a j' i v a s _
tuajotmag	_ t u a j' oo t m a k _
tuajoun	_ t u a j' oo w n _
tuajouþu	_ t u a j' oo w Z u _
tuajsup	_ t u a j' s u p _
tuajta	_ t u a j' t a _
tuajëluasap	_ t u a j' ee l u a s a p _
tuajþu	_ t u a j' Z u _
tuakol	_ t u a k oo l _
tuakon	_ t u a k oo n _
tuaks	_ t u a k s _
tuaksiob	_ t u a k' s' oo p _
tuakëkruiþ	_ t u a k' ee k r u j S _
tuakëlep	_ t u a k' ee l' e p _
tuakðalp	_ t u a k S a l p _
tualp	_ t u a l p _
tualpasreks	_ t u a l p a s' r' e k s _
tualpsreks	_ t u a l' p' s' r' e k s _
tualpuprat	_ t u a l p u p r a t _
tuamailiak	_ t u a m a j l' e k _
tuamap	_ t u a m a p _
tuamliak	_ t u a m' l' e k _
tuampa	_ t u a m p a _
tuanavka	_ t u a n a v k a _
tuaneið	_ t u a n' e j S _
tuanie	_ t u a n' ie _
tuanofu	_ t u a n oo f u _
tuanogra	_ t u a n oo g r a _
tuanomsok	_ t u a n oo m s oo k _
tuanorea	_ t u a n oo r' e a _
tuanortsa	_ t u a n oo r t s a _
tuanotarts	_ t u a n oo t a r t s _
tuanðeiv	_ t u a n' S' e j v _
tuap	_ t u a p _
tuapap	_ t u a p a p _
tuar	_ t u a r _
tuaranil	_ t u a r a n' i l _
tuars	_ t u a r s _
tuarseis	_ t u a r' s' e j s _
tuat	_ t u a t _
tuataiguad	_ t u a t a j g u a t _
tuataneiv	_ t u a t a n' e j v _
tuatardneb	_ t u a t a r' d' n' e p _
tuatatik	_ t u a t a t' i k _
tuatie	_ t u a t' ie _
tuatla	_ t u a t l a _
tuatmir	_ t u a t' m' i r _
tuatmitevs	_ t u a t' m' i t' e v s _
tuatnak	_ t u a t n a k _
tuatnas	_ t u a t n a s _
tuatneiv	_ t u a t' n' e j v _
tuatnig	_ t u a t' n' i k _
tuatnik	_ t u a t' n' i k _
tuatniþ	_ t u a t' n' i S _
tuatoj	_ t u a t oo j' _
tuatra	_ t u a t r a _
tuatreg	_ t u a t' r' e k _
tuatris	_ t u a t' r' i s _
tuatron	_ t u a t r oo n _
tuatseg	_ t u a t' s' e k _
tuatsoj	_ t u a t s oo j' _
tuatsoþ	_ t u a t s oo S _
tuatub	_ t u a t u p _
tuatuþ	_ t u a t u S _
tuatyb	_ t u a t' ii p _
tuatyg	_ t u a t' ii k _
tuatyv	_ t u a t' ii v _
tuatða	_ t u a t S a _
tuatðeiv	_ t u a t' S' e j v _
tuatðog	_ t u a t S oo k _
tuað	_ t u a S _
tub	_ t u p _
tubaiguad	_ t u b a j g u a t _
tubak	_ t u b a k _
tubakap	_ t u b a k a p _
tubal	_ t u b a l _
tubardneb	_ t u b a r' d' n' e p _
tubas	_ t u b a s _
tubeirp	_ t u b' e j r p _
tuberd	_ t u b' e r t _
tuberks	_ t u b' e r k s _
tubie	_ t u b' ie _
tubirak	_ t u b' i r a k _
tubirta	_ t u b' i r t a _
tubiþ	_ t u b' i S _
tubiþd	_ t u b' i S t _
tubla	_ t u b l a _
tubluiè	_ t u b l u j tS _
tubmaks	_ t u b m a k s _
tubmig	_ t u b' m' i k _
tubneiv	_ t u b' n' e j v _
tubob	_ t u b oo p _
tuboj	_ t u b oo j' _
tuboèop	_ t u b oo tS oo p _
tubrab	_ t u b r a p _
tubrad	_ t u b r a t _
tubran	_ t u b r a n _
tubrasav	_ t u b r a s a v _
tubrik	_ t u b' r' i k _
tubriv	_ t u b' r' i v _
tubrivt	_ t u b' r' i v t _
tubroks	_ t u b r oo k s _
tubzaj	_ t u b z a j' _
tubðeiv	_ t u p' S' e j v _
tudas	_ t u d a s _
tudeg	_ t u d' e k _
tudeir	_ t u d' e j r _
tudem	_ t u d' e m _
tudev	_ t u d' e v _
tudiden	_ t u d' i d' e n _
tudieg	_ t u d' ie k _
tudiv	_ t u d' i v _
tudla	_ t u d l a _
tudlam	_ t u d l a m _
tudleg	_ t u d' l' e k _
tudrig	_ t u d' r' i k _
tudrus	_ t u d r u s _
tuduag	_ t u d u a k _
tudud	_ t u d u t _
tuduks	_ t u d u k s _
tudþgrig	_ t u dZ' g' r' i k _
tuecamraf	_ t u e ts a m r a f _
tueparet	_ t u e p a r' e t _
tueparetohcisp	_ t u e p a r' e t oo h' ts' i s p _
tueparetoidar	_ t u e p a r' e t oo j d a r _
tueparetoizif	_ t u e p a r' e t oo j z' i f _
tuga	_ t u g a _
tugan	_ t u g a n _
tugas	_ t u g a s _
tugasap	_ t u g a s a p _
tugavþ	_ t u g a v S _
tugaþ	_ t u g a S _
tuged	_ t u g' e t _
tugeg	_ t u g' e k _
tugenov	_ t u g' e n oo v _
tuges	_ t u g' e s _
tugiert	_ t u g' ie r t _
tugimug	_ t u g' i m u k _
tugis	_ t u g' i s _
tuglad	_ t u g l a t _
tugnavþ	_ t u g n a v S _
tugnib	_ t u g' n' i p _
tugnir	_ t u g' n' i r _
tugnizd	_ t u g' n' i s t _
tugols	_ t u g oo l s _
tugor	_ t u g oo r _
tugram	_ t u g r a m _
tugrips	_ t u g' r' i p s _
tugriþ	_ t u g' r' i S _
tugrug	_ t u g r u k _
tugtek	_ t u k' t' e k _
tugua	_ t u g u a _
tugyd	_ t u g' ii t _
tugyl	_ t u g' ii l _
tugzilb	_ t u g' z' i l p _
tuh	_ t u h _
tuibed	_ t u j b' e t _
tuilas	_ t u j l a s _
tuilav	_ t u j l a v _
tuilaveb	_ t u j l a v' e p _
tuilavorue	_ t u j l a v oo r u e _
tuilks	_ t u j l k s _
tuilosba	_ t u j l oo z b a _
tuilov	_ t u j l oo v _
tuilove	_ t u j l oo v' e _
tuilovni	_ t u j l oo v' n' i _
tuimeis	_ t u j m' e j s _
tuing	_ t u j n k _
tuinop	_ t u j n oo p _
tuis	_ t u j s _
tuièom	_ t u j tS oo m _
tuiðarap	_ t u j S a r a p _
tuiþd	_ t u j S t _
tuj	_ t u j' _
tujag	_ t u j' e k _
tujak	_ t u j' e k _
tujin	_ t u j' i n _
tuk	_ t U k _
tuka	_ t u k a _
tukaj	_ t u k a j' _
tukalak	_ t u k a l a k _
tukalb	_ t u k a l p _
tukað	_ t u k a S _
tukein	_ t u k' e j n _
tukeird	_ t u k' e j r t _
tukeiv	_ t u k' e j v _
tukenð	_ t u k' e n S _
tukerk	_ t u k' e r k _
tukic	_ t u k' i ts _
tukik	_ t u k' i k _
tukil	_ t u k' i l _
tukim	_ t U k' i m _
tukin	_ t u k' i n _
tukit	_ t U k' i t _
tukitkenok	_ t u k' i t' k' e n oo k _
tukiuz	_ t u k' u s _
tuklak	_ t u k l a k _
tuklip	_ t u k' l' i p _
tuklis	_ t u k' l' i s _
tukliv	_ t u k' l' i v _
tukrak	_ t u k r a k _
tukrað	_ t u k r a S _
tukrek	_ t u k' r' e k _
tuks	_ t U k s _
tuksadzrab	_ t u k s a dz r a p _
tuksaivlub	_ t u k s a j v l u p _
tuksen	_ t u k' s' e n _
tuksno	_ t u k s n oo _
tuksnëlev	_ t u k' s' n' ee l' e v _
tuksoun	_ t u k s oo w n _
tuksërp	_ t u k' s' ee r p _
tukuaik	_ t u k u a j k _
tukuairk	_ t u k u a j r k _
tukuak	_ t u k u a k _
tukuart	_ t u k u a r t _
tukub	_ t u k u p _
tukuiè	_ t u k u j tS _
tukuk	_ t u k u k _
tukul	_ t u k u l _
tukus	_ t u k u s _
tukyn	_ t u k' ii n _
tukðart	_ t u k S a r t _
tukðeir	_ t u k' S' e j r _
tukðem	_ t u k' S' e m _
tukðert	_ t u k' S' e r t _
tukðeð	_ t u k' S' e S _
tukðia	_ t u k' S' e _
tukðrab	_ t u k S r a p _
tukðrat	_ t u k S r a t _
tukðriè	_ t u k' S' r' i tS _
tukðuaiè	_ t u k S u a j tS _
tukðuap	_ t u k S u a p _
tukðuat	_ t u k S u a t _
tukûk	_ t u k uu k _
tukûp	_ t u k uu p _
tul	_ t u l _
tulge	_ t u l' g' e _
tulgyd	_ t u l' g' ii t _
tuliag	_ t u l' e k _
tulidiav	_ t u l' i d' e v _
tulie	_ t u l' ie _
tuliem	_ t u l' ie m _
tulio	_ t U l' oo _
tulið	_ t u l' i S _
tulp	_ t u l p _
tulpap	_ t u l p a p _
tuluas	_ t u l u a s _
tulþ	_ t u l S _
tum	_ t u m _
tumalð	_ t u m a l S _
tumam	_ t U m a m _
tumar	_ t u m a r _
tumial	_ t u m' e l _
tumie	_ t u m' iE _
tumiev	_ t u m' ie v _
tumilp	_ t u m' i l p _
tumis	_ t u m' i s _
tumiza	_ t u m' i z a _
tumizatla	_ t u m' i z a t l a _
tumlað	_ t u m l a S _
tumleh	_ t u m' l' e h _
tumlek	_ t u m' l' e k _
tumrev	_ t u m' r' e v _
tumreð	_ t u m' r' e S _
tumsib	_ t u m' s' i p _
tumstrop	_ t u m s t r oo p _
tumðei	_ t u m' S' e j _
tunad	_ t u n a t _
tunaj	_ t u n a j' _
tunak	_ t u n a k _
tuneiv	_ t u n' e j v _
tunes	_ t u n' e s _
tunevneb	_ t u n' e v' n' e p _
tuniav	_ t u n' e v _
tunim	_ t u n' i m _
tunip	_ t u n' i p _
tunlag	_ t u n l a k _
tunlakap	_ t u n l a k a p _
tunoj	_ t u n oo j' _
tuns	_ t u n s _
tunt	_ t u n t _
tuntinë	_ t U n' t' i n' ee _
tunuaj	_ t u n u a j' _
tunþulb	_ t u n Z u l p _
tuo	_ t uO _
tuodu	_ t uO d u _
tuoj	_ t uO j' _
tuojau	_ t uo j' E W _
tuoju	_ t Uo j' u _
tuok	_ t uO k _
tuokart	_ t uO k a r t _
tuolaik	_ t uO l a j k _
tuomet	_ t uo m' E t _
tuonderd	_ t uo n' d' e r t _
tuos	_ t uO s _
tuose	_ t uo s' E _
tuosiuose	_ t uO s' uo s' e _
tuosius	_ t Uo s' u s _
tuosyk	_ t uO s' ii k _
tuoþyg	_ t uO Z' ii k _
tup	_ t u p _
tupa	_ t u p a _
tupam	_ t u p a m _
tupans	_ t u p a n s _
tupd	_ t u p t _
tupeip	_ t u p' e j p _
tupeð	_ t u p' e S _
tupika	_ t u p' i k a _
tupil	_ t u p' i l _
tupilil	_ t u p' i l' i l _
tupini	_ t u p' i n' i _
tupinë	_ t u p' i n' ee _
tupmap	_ t u p m a p _
tupmup	_ t u p m u p _
tupop	_ t u p oo p _
tupor	_ t u p oo r _
tuprav	_ t u p r a v _
tupsak	_ t u p s a k _
tupsen	_ t u p' s' e n _
tupsid	_ t u p' s' i t _
tupt	_ t U p t _
tuptelë	_ t u p' t' e l' ee _
tupu	_ t U p u _
tupul	_ t u p u l _
tupup	_ t u p u p _
tupurt	_ t u p u r t _
tuput	_ t u p u t _
tupzia	_ t u b' z' e _
tur	_ t u r _
turad	_ t u r a t _
turakav	_ t u r a k a v _
turan	_ t u r a n _
turasav	_ t u r a s a v _
turat	_ t u r a t _
turb	_ t u r p _
turcipð	_ t u r' ts' i p S _
turdeig	_ t u r' d' e j k _
turdua	_ t u r d u a _
turegnad	_ t u r' e g n a t _
turen	_ t u r' e n _
tureþe	_ t u r' e Z' e _
turfpierg	_ t u r' f' p' ie r k _
turg	_ t u r k _
turiap	_ t u r' e p _
turib	_ t u r' i p _
turieb	_ t u r' ie p _
turignad	_ t u r' i g n a t _
turis	_ t U r' i s _
turius	_ t u r' u s _
turiði	_ t u r' i S' i _
turk	_ t U R k _
turker	_ t u r' k' e r _
turl	_ t u r l _
turlen	_ t u r' l' e n _
turlin	_ t u r' l' i n _
turnë	_ t u r' n' eE _
turob	_ t u r oo p _
turon	_ t u r oo n _
turov	_ t u r oo v _
turs	_ t U R s _
tursen	_ t u r' s' e n _
tursin	_ t u r' s' i n _
tursinë	_ t U r' s' i n' ee _
turtin	_ t u r' t' i n _
turts	_ t u r t s _
turtë	_ t U R' t' ee _
turuaik	_ t u r u a j k _
turual	_ t u r u a l _
turëþ	_ t u r' ee S _
turð	_ t U R S _
turðkem	_ t u r' S' k' e m _
turðram	_ t u r S r a m _
tusab	_ t u s a p _
tusiet	_ t u s' ie t _
tusk	_ t U s k _
tusken	_ t u s' k' e n _
tuskin	_ t u s' k' i n _
tuskua	_ t u s k u a _
tuslams	_ t u s l a m s _
tusualk	_ t u s u a l k _
tusàrd	_ t u s aa r t _
tutab	_ t u t a p _
tutak	_ t u t a k _
tutam	_ t u t a m _
tutats	_ t u t a t s _
tutie	_ t u t' ie _
tutin	_ t u t' i n _
tutitsbus	_ t u t' i d z b u s _
tutitsni	_ t u t' i t' s' n' i _
tutitsorp	_ t u t' i t s oo r p _
tutivres	_ t u t' i v' r' e s _
tutlab	_ t u t l a p _
tutlaken	_ t u t l a k' e n _
tutnep	_ t u t' n' e p _
tutom	_ t u t oo m _
tutsab	_ t u t s a p _
tutsabdeiþ	_ t u t s a b' d' e j S _
tutseim	_ t u t' s' e j m _
tutsiaks	_ t u t' s' e k s _
tutsiav	_ t u t' s' e v _
tutsieg	_ t u t' s' ie k _
tutsir	_ t u t' s' i r _
tutsëp	_ t u t' s' ee p _
tutti	_ t U t' t' i _
tutut	_ t u t u t _
tutðkal	_ t u t S k a l _
tutðkël	_ t u t' S' k' ee l _
tuvalu	_ t u v aA l u _
tuvediav	_ t u v' e d' e v _
tuvlag	_ t u v l a k _
tuvrav	_ t u v r a v _
tuvriv	_ t u v' r' i v _
tuvsuar	_ t u v s u a r _
tuvët	_ t u v' ee t _
tuzako	_ t u z a k oo _
tuzam	_ t u z a m _
tuètuoj	_ t U tS t uo j' _
tuètuojau	_ t U tS t uo j' e w _
tuð	_ t u S _
tuða	_ t u S a _
tuðeir	_ t u S' e j r _
tuðeirmual	_ t u S' e j r m u a l _
tuðmak	_ t u S m a k _
tuðrek	_ t u S' r' e k _
tuðsup	_ t u S s u p _
tuðta	_ t u S t a _
tuðtin	_ t u S' t' i n _
tuðtë	_ t u S' t' ee _
tuðèiaþodþia	_ t u S' tS' e Z oo dZ' e _
tuðèiom	_ t u S' tS' oo M _
tuðèiomis	_ t u S' tS' oo m' I s _
tuðë	_ t u S' eE _
tuþalg	_ t u Z a l k _
tuþam	_ t u Z a m _
tuþarg	_ t u Z a r k _
tuþreb	_ t u Z' r' e p _
tuþuarg	_ t u Z u a r k _
tuþug	_ t u Z u k _
tuþuiè	_ t u Z u j tS _
tuþyrd	_ t u Z' ii r t _
tvaik	_ t v A J k _
tvaisk	_ t v a j s k _
tvaks	_ t v a k s _
tvakstelë	_ t v a k' s' t' e l' ee _
tvakèio	_ t v a k' tS' oo _
tvan	_ t v a n _
tvank	_ t v a n k _
tvankin	_ t v a n' k' i n _
tvanks	_ t v a n k s _
tvankst	_ t v a n k s t _
tvankë	_ t v A N' k' ee _
tvano	_ t v aA n oo _
tvard	_ t v a r t _
tvark	_ t v a r k _
tvarkinë	_ t v a r' k' I n' ee _
tvarst	_ t v a r s t _
tvask	_ t v a s k _
tvat	_ t v a t _
tvatin	_ t v a t' i n _
tvenk	_ t' v' E N k _
tverinë	_ t' v' eA r' i n' ee _
tverio	_ t' v' e r' oo _
tvie	_ t' v' ie _
tvilk	_ t' v' I l k _
tvilks	_ t' v' I L k s _
tvilkt	_ t' v' I l k t _
tvilkèio	_ t' v' i l' k' tS' oo _
tvin	_ t' v' i n _
tvind	_ t' v' i n t _
tvink	_ t' v' I n k _
tvinks	_ t' v' I N k s _
tvinkt	_ t' v' I n k t _
tvinktelë	_ t' v' i n' k' t' e l' ee _
tvinkèio	_ t' v' i n' k' tS' oo _
tvirk	_ t' v' I r k _
tvirka	_ t' v' i r k a _
tvirkin	_ t' v' i r' k' i n _
tvirs	_ t' v' i r s _
tvirtin	_ t' v' i r' t' i n _
tvirtë	_ t' v' i r' t' ee _
tvisk	_ t' v' i s k _
tviskin	_ t' v' i s' k' i n _
tviskuli	_ t' v' i s k u l' i _
tvo	_ t v oo _
tvoks	_ t v oO k s _
tvokst	_ t v Oo k s t _
tvokstelë	_ t v oo k' s' t' e l' ee _
tvon	_ t v oo n _
tvoro	_ t v oo r oo _
tvosk	_ t v oo s k _
tvoskin	_ t v oo s' k' i n _
tvyks	_ t' v' ii k s _
tvykst	_ t' v' Ii k s t _
tvykstelë	_ t' v' ii k' s' t' e l' ee _
tvyksèio	_ t' v' ii k' S' tS' oo _
tvylin	_ t' v' ii l' i n _
tvylinë	_ t' v' Ii l' i n' ee _
tvylo	_ t' v' ii l oo _
tvyr	_ t' v' ii r _
tybgib	_ t' ii b' g' i p _
tyduad	_ t' ii d u a t _
tyg	_ t' ii k _
tygoiþ	_ t' ii g oo j S _
tygrem	_ t' ii g' r' e m _
tygzam	_ t' ii g z a m _
tyk	_ t' iI k _
tyka	_ t' ii k a _
tykalb	_ t' ii k a l p _
tykanram	_ t' ii k a n r a m _
tykasav	_ t' ii k a s a v _
tykin	_ t' ii k' i n _
tykinë	_ t' ii k' I n' ee _
tykliv	_ t' ii k' l' i v _
tyko	_ t' iI k oo _
tykop	_ t' ii k oo p _
tykoporkim	_ t' ii k oo p oo r' k' i m _
tykrað	_ t' ii k r a S _
tykð	_ t' ii k S _
tykðem	_ t' ii k' S' e m _
tykðt	_ t' Ii k S t _
tykðtelë	_ t' ii k' S' t' e l' ee _
tykþo	_ t' ii g Z oo _
tyl	_ t' ii l _
tylaiguad	_ t' ii l a j g u a t _
tylairðim	_ t' ii l a j r' S' i m _
tylak	_ t' ii l a k _
tylaneiv	_ t' ii l a n' e j v _
tyleb	_ t' ii l' e p _
tyledoþ	_ t' ii l' e d oo S _
tylelad	_ t' ii l' e l a t _
tylet	_ t' ii l' e t _
tylgrep	_ t' ii l' g' r' e p _
tylivd	_ t' ii l' i v t _
tylkes	_ t' ii l' k' e s _
tylkeseirp	_ t' ii l' k' e s' e j r p _
tylkrak	_ t' ii l k r a k _
tylneiv	_ t' ii l' n' e j v _
tylom	_ t' ii l oo M _
tylomis	_ t' ii l oo m' I s _
tylorp	_ t' ii l oo r p _
tylouþà	_ t' ii l oo w Z aa _
tylp	_ t' ii l p _
tylpatlab	_ t' ii l p a t l a p _
tylpnoduar	_ t' ii l p n oo d u a r _
tylpok	_ t' ii l p oo k _
tylpsup	_ t' ii l p s u p _
tylrav	_ t' ii l r a v _
tyluaik	_ t' ii l u a j k _
tylàs	_ t' iI l aa s _
tylël	_ t' ii l' ee l _
tylð	_ t' ii l S _
tymar	_ t' ii m a r _
tymlek	_ t' ii m' l' e k _
tyn	_ t' ii n _
tyna	_ t' ii n A _
tynaiguad	_ t' ii n a j g u a t _
tynaiknep	_ t' ii n a j k' n' e p _
tynainyved	_ t' ii n a j n' ii v' e t _
tynaiðeð	_ t' ii n a j S' e S _
tynakilyvd	_ t' ii n a k' i l' ii v t _
tynbarg	_ t' ii n b a r k _
tyniatar	_ t' ii n' e t a r _
tynirt	_ t' ii n' i r t _
tynitiar	_ t' ii n' i t' e r _
tynivd	_ t' ii n' i v t _
tynkað	_ t' ii n k a S _
tynliv	_ t' ii n' l' i v _
tynneiv	_ t' ii n' n' e j v _
tynnoutða	_ t' ii n n oo w t S a _
tynnyved	_ t' ii n' n' ii v' e t _
tynreb	_ t' ii n' r' e p _
tynrutek	_ t' ii n r u t' e k _
tynskla	_ t' ii n s k l a _
tyntmiðed	_ t' ii n' t' m' i S' e t _
tynðeð	_ t' ii n' S' e S _
tynûdrag	_ t' ii n uu d r a k _
tynûjiv	_ t' ii n uu j' i v _
tynþab	_ t' ii n Z a p _
tynþabeirp	_ t' ii n Z a b' e j r p _
typilk	_ t' ii p' i l k _
typs	_ t' ii p s _
typu	_ t' ii p u _
tyr	_ t' ii r _
tyragam	_ t' ii r a g a m _
tyram	_ t' ii r a m _
tyramrip	_ t' ii r a m' r' i p _
tyrap	_ t' ii r a p _
tyrevov	_ t' ii r' e v oo v _
tyreð	_ t' ii r' e S _
tyrg	_ t' ii r k _
tyrin	_ t' ii r' i n _
tyrinë	_ t' ii r' i n' ee _
tyrk	_ t' ii r k _
tyrks	_ t' ii r k s _
tyrkta	_ t' ii r k t a _
tyrktna	_ t' ii r k t n a _
tyrmeiþ	_ t' ii r' m' e j S _
tyrok	_ t' ii r oo k _
tyrruaið	_ t' ii r r u a j S _
tyrsup	_ t' ii r s u p _
tyrsupðeirp	_ t' ii r s u p' S' e j r p _
tyrteip	_ t' ii r' t' e j p _
tyruaisup	_ t' ii r u a j s u p _
tyrypa	_ t' ii r' ii p a _
tyrë	_ t' Ii r' ee _
tys	_ t' ii s _
tysar	_ t' ii s a r _
tysua	_ t' ii s u a _
tysàþ	_ t' ii s aa S _
tytada	_ t' ii t a d a _
tytap	_ t' ii t a p _
tytlaþ	_ t' ii t l a S _
tytnad	_ t' ii t n a t _
tytnar	_ t' ii t n a r _
tytsak	_ t' ii t s a k _
tytsmal	_ t' ii t s m a l _
tytsrag	_ t' ii t s r a k _
tytuþam	_ t' ii t u Z a m _
tytðiv	_ t' ii t' S' i v _
tytðivap	_ t' ii t' S' i v a p _
tytðkiaginuk	_ t' ii t' S' k' e g' i n u k _
tytðkob	_ t' ii t S k oo p _
tytðkuap	_ t' ii t S k u a p _
tyv	_ t' ii v _
tyvamlek	_ t' ii v a m' l' e k _
tyvdûb	_ t' ii v d uu p _
tyviks	_ t' ii v' i k s _
tyvlit	_ t' ii v' l' i t _
tyvnyv	_ t' ii v' n' ii v _
tyvribeb	_ t' ii v' r' i b' e p _
tyvriks	_ t' ii v' r' i k s _
tyvriv	_ t' ii v' r' i v _
tyvsan	_ t' ii v s a n _
tyvskam	_ t' ii v s k a m _
tyvuli	_ t' ii v u l' i _
tyvðojud	_ t' ii v S oo j' u t _
tyzër	_ t' ii z' ee r _
tyèia	_ t' Ii tS' e _
tyèio	_ t' ii tS' oo _
tyèiom	_ t' Ii tS' oo m _
tyèiomis	_ t' Ii tS' oo m' i s _
tyèlab	_ t' ii tS l a p _
tyðkin	_ t' ii S' k' i n _
tyðriv	_ t' ii S' r' i v _
tyþam	_ t' ii Z a m _
tyþe	_ t' ii Z' e _
tyþo	_ t' ii Z oo _
tyþreb	_ t' ii Z' r' e p _
tzgam	_ d z g a m _
tzger	_ d' z' g' e r _
tàdien	_ t aA d' ie n _
tàja	_ t Aa j' e _
tàjà	_ t aA j' ea _
tàkart	_ t aA k a r t _
tànakt	_ t aA n a k t _
tàs	_ t aa s _
tàsias	_ t aa s' e s _
tàsio	_ t aa s' oo _
tàsyk	_ t aa s' ii k _
tëbmeg	_ t' ee b' m' e k _
tëbmuleg	_ t' ee b m u l' e k _
tëbmur	_ t' ee b m u r _
tëboud	_ t' ee b oo w t _
tëd	_ t' ee t _
tëdanrek	_ t' ee d a n' r' e k _
tëdap	_ t' ee d a p _
tëdaþ	_ t' ee d a S _
tëdgynk	_ t' ee d' g' ii n k _
tëdnalav	_ t' ee d n a l a v _
tëdnart	_ t' ee d n a r t _
tëdnas	_ t' ee d n a s _
tëdrûs	_ t' ee d r uu s _
tëdtðkuað	_ t' ee t t S k u a S _
tëdus	_ t' ee d u s _
tëdzmav	_ t' ee dz m a v _
tëdzurks	_ t' ee dz u r k s _
tëdûrg	_ t' ee d uu r k _
tëdþgerk	_ t' ee dZ' g' e r k _
tëdþgiavþ	_ t' ee dZ' g' e v S _
tëdþgrivþ	_ t' ee dZ' g' r' i v S _
tëg	_ t' ee k _
tëglims	_ t' ee g' l' i m s _
tëgur	_ t' ee g u r _
tëka	_ t' ee k a _
tëkalb	_ t' ee k a l p _
tëkasap	_ t' ee k a s a p _
tëkek	_ t' ee k' e k _
tëkel	_ t' ee k' e l _
tëkiv	_ t' ee k' i v _
tëklak	_ t' ee k l a k _
tëklep	_ t' ee k' l' e p _
tëklis	_ t' ee k' l' i s _
tëklud	_ t' ee k l u t _
tëkoj	_ t' ee k oo j' _
tëks	_ t' ee k s _
tëksurd	_ t' ee k s u r t _
tëkuak	_ t' ee k u a k _
tëkuð	_ t' ee k u S _
tëkðial	_ t' ee k' S' e l _
tëkðrav	_ t' ee k S r a v _
tëkðre	_ t' ee k' S' r' e _
tëkðt	_ t' Ee k S t _
tëkðtelë	_ t' ee k' S' t' e l' ee _
tël	_ t' ee l _
tëlab	_ t' ee l a p _
tëlbourg	_ t' ee l b oo w r k _
tëlburg	_ t' ee l b u r k _
tëleim	_ t' ee l' e j m _
tëlge	_ t' ee l' g' e _
tëlies	_ t' ee l' ie s _
tëlk	_ t' ee l k _
tëlkap	_ t' ee l k a p _
tëlkeirp	_ t' ee l' k' e j r p _
tëlknit	_ t' ee l' k' n' i t _
tëlktna	_ t' ee l k t n a _
tëlkþu	_ t' ee l g Z u _
tëlom	_ t' ee l oo m _
tëlou	_ t' ee l oo w _
tëloþ	_ t' ee l oo S _
tëloþtkip	_ t' ee l oo S' t' k' i p _
tëlpmurk	_ t' ee l p m u r k _
tëlpravð	_ t' ee l p r a v S _
tëlpuar	_ t' ee l p u a r _
tëlpur	_ t' ee l p u r _
tëlsûp	_ t' ee l s uu p _
tëluak	_ t' ee l u a k _
tëluas	_ t' ee l u a s _
tëlyks	_ t' ee l' ii k s _
tëlymun	_ t' ee l' ii m u n _
tëlypa	_ t' ee l' ii p a _
tëlzmerk	_ t' ee l' z' m' e r k _
tëlzmurd	_ t' ee l z m u r t _
tëlëbyrks	_ t' ee l' ee b' ii r k s _
tëlëdzurks	_ t' ee l' ee dz u r k s _
tëlëdðeirp	_ t' ee l' ee t' S' e j r p _
tëlëg	_ t' ee l' ee k _
tëlëmrik	_ t' ee l' ee m' r' i k _
tëlëms	_ t' ee l' ee m s _
tëlëtu	_ t' ee l' ee t u _
tëlðkuar	_ t' ee l S k u a r _
tëlðkuið	_ t' ee l S k u j S _
tëlûk	_ t' ee l uu k _
tëm	_ t' ee m _
tëmatlað	_ t' ee m a t l a S _
tëmeirp	_ t' ee m' e j r p _
tëmeþ	_ t' ee m' e S _
tëmlað	_ t' ee m l a S _
tëmnuð	_ t' ee m n u S _
tëmota	_ t' ee m oo t a _
tëmrep	_ t' ee m' r' e p _
tëmripip	_ t' ee m' r' i p' i p _
