abejaip	_ _
pliup	_ p' l' u p _
pliupin	_ p' l' u p' i n _
pliups	_ p' l' U p s _
pliupt	_ p' l' U p t _
pliuptelë	_ p' l' u p' t' e l' ee _
pliur	_ p' l' u r _
pliurkðt	_ p' l' U r k S t _
pliurkðtelë	_ p' l' u r' k' S' t' e l' ee _
pliurp	_ p' l' u r p _
pliurps	_ p' l' U R p s _
pliurpt	_ p' l' U r p t _
pliurptelë	_ p' l' u r' p' t' e l' ee _
pliurzin	_ p' l' u r' z' i n _
plius	_ p' l' U s _
pliuð	_ p' l' u S _
pliuðk	_ p' l' u S k _
pliuðken	_ p' l' u S' k' e n _
pliuðkin	_ p' l' u S' k' i n _
plivð	_ p' l' i v S _
pliûkðt	_ p' l' Uu k S t _
pliûkðtelë	_ p' l' uu k' S' t' e l' ee _
pliûp	_ p' l' uu p _
pliûps	_ p' l' uu p s _
pliûpt	_ p' l' Uu p t _
pliûptelë	_ p' l' uu p' t' e l' ee _
pliûpèio	_ p' l' uu p' tS' oo _
pliûpë	_ p' l' uu p' ee _
pliûr	_ p' l' uu r _
pliûsko	_ p' l' uu s k oo _
pliþeiþ	_ p' l' i Z' e j S _
pliþiþ	_ p' l' i Z' i S _
plo	_ p l oo _
plokð	_ p l Oo k S _
plokðtin	_ p l oo k' S' t' i n _
plokðtë	_ p l oO k' S' t' ee _
plomb	_ p l oo m p _
plonin	_ p l oo n' i n _
plonë	_ p l Oo n' ee _
plovinë	_ p l oo v' i n' ee _
plu	_ p l u _
pluiè	_ p l u j tS _
plujo	_ p l u j' oo _
pluk	_ p l U k _
plukd	_ p l u k t _
plump	_ p l u m p _
plumpin	_ p l u m' p' i n _
plumps	_ p l U M p s _
plumpt	_ p l U m p t _
plumptelë	_ p l u m' p' t' e l' ee _
plun	_ p l u n _
pluncin	_ p l u n' ts' i n _
plunk	_ p l U N k _
plunksn	_ p l u n k s n _
plunksno	_ p l u n k s n oo _
plunra	_ p l u n r a _
pluoð	_ p l Uo S _
plup	_ p l u p _
pluskin	_ p l u s' k' i n _
plust	_ p l u s t _
plustin	_ p l u s' t' i n _
plut	_ p l u t _
pluts	_ p l u t s _
plutsagots	_ p l u t s a g oo t s _
plutsnofelet	_ p l u t s n oo f' e l' e t _
plutsprat	_ p l u t s p r a t _
plutstylpok	_ p l u t' s' t' ii l p oo k _
plutsuðriv	_ p l u t s u S' r' i v _
pluð	_ p l U S _
plyks	_ p' l' ii k s _
plykst	_ p' l' Ii k s t _
plykstelë	_ p' l' ii k' s' t' e l' ee _
plyksèio	_ p' l' ii k' S' tS' oo _
plynin	_ p' l' ii n' i n _
plyt	_ p' l' ii t _
plyð	_ p' l' Ii S _
plyða	_ p' l' ii S a _
plyðinë	_ p' l' ii S' I n' ee _
plyðo	_ p' l' Ii S oo _
plëk	_ p' l' Ee k _
plëkin	_ p' l' ee k' i n _
plën	_ p' l' ee n _
plëstelë	_ p' l' ee s' t' e l' ee _
plësèio	_ p' l' ee S' tS' oo _
plëto	_ p' l' ee t oo _
plëvo	_ p' l' ee v oo _
plëð	_ p' l' Ee S _
plëðika	_ p' l' ee S' i k a _
plëðinë	_ p' l' ee S' I n' ee _
plëðo	_ p' l' Ee S oo _
plû	_ p l uu _
plûd	_ p l uu t _
plûdinë	_ p l uu d' i n' ee _
plûduri	_ p l uu d u r' i _
plûk	_ p l uU k _
plûka	_ p l uu k a _
plûkinë	_ p l uu k' i n' ee _
plûko	_ p l uu k oo _
plûst	_ p l Uu s t _
plûstelë	_ p l uu s' t' e l' ee _
plûð	_ p l uu S _
plûðin	_ p l uu S' i n _
plûðo	_ p l uU S oo _
pmak	_ p m a k _
pmakagli	_ p m a k a g' l' i _
pmakaiguad	_ p m a k a j g u a t _
pmakaigyl	_ p m a k a j g' ii l _
pmakaiknep	_ p m a k a j k' n' e p _
pmakailaps	_ p m a k a j l a p s _
pmakailiams	_ p m a k a j l' e m s _
pmakainoutða	_ p m a k a j n oo w t S a _
pmakainytpes	_ p m a k a j n' ii t' p' e s _
pmakaièalp	_ p m a k a j tS a l p _
pmakaièats	_ p m a k a j tS a t s _
pmakaiðeð	_ p m a k a j S' e S _
pmakakðem	_ p m a k a k' S' e m _
pmakalav	_ p m a k a l a v _
pmakap	_ p m a k a p _
pmakeb	_ p m a k' e p _
pmakeirp	_ p m a k' e j r p _
pmakirt	_ p m a k' i r t _
pmaknoutða	_ p m a k n oo w t S a _
pmaknytpes	_ p m a k' n' ii t' p' e s _
pmakoun	_ p m a k oo w n _
pmakrutek	_ p m a k r u t' e k _
pmakta	_ p m a k t a _
pmakþu	_ p m a g Z u _
pmalk	_ p m a l k _
pmalp	_ p m a l p _
pmalpap	_ p m a l p a p _
pmap	_ p m a p _
pmar	_ p m a r _
pmarts	_ p m a r t s _
pmas	_ p m a s _
pmat	_ p m a t _
pmatota	_ p m a t oo t a _
pmatse	_ p m a t' s' e _
pmatð	_ p m a t S _
pmek	_ p' m' e k _
pmel	_ p' m' e l _
pmelp	_ p' m' e l p _
pmep	_ p' m' e p _
pmet	_ p' m' e t _
pmeè	_ p' m' e tS _
pmilo	_ p' m' i l oo _
pmip	_ p' m' i p _
pmirtap	_ p' m' i r t a p _
pmit	_ p' m' i t _
pmop	_ p m oo p _
pmuilp	_ p m u j l p _
pmuk	_ p m u k _
pmulk	_ p m u l k _
pmurt	_ p m u r t _
pmurteirp	_ p m u r' t' e j r p _
pmurtnas	_ p m u r t n a s _
pmurtop	_ p m u r t oo p _
pmurtsup	_ p m u r t s u p _
pmurtypa	_ p m u r' t' ii p a _
pmut	_ p m u t _
pobib	_ p oo b' i p _
podor	_ p oo d oo r _
podraug	_ p oo d r A W k _
poetin	_ p oo e t' i n _
poetiz	_ p oo e t' i s _
pogulia	_ p oo g u l' e _
poilp	_ p oo j l p _
poilsia	_ p oo j l' s' e _
poireguad	_ p oo j r' e g u a t _
poireknep	_ p oo j r' e k' n' e p _
poirekosiv	_ p oo j r' e k oo s' i v _
poirelek	_ p oo j r' e l' e k _
poirelût	_ p oo j r' e l uu t _
poireneiv	_ p oo j r' e n' e j v _
poirenoutða	_ p oo j r' e n oo w t S a _
poirenytpes	_ p oo j r' e n' ii t' p' e s _
poirenyved	_ p oo j r' e n' ii v' e t _
poiretmið	_ p oo j r' e t' m' i S _
poiretmiðed	_ p oo j r' e t' m' i S' e t _
poiretmiðedivd	_ p oo j r' e t' m' i S' e d' i v t _
poiretnatskût	_ p oo j r' e t n a t s k uu t _
poirevtek	_ p oo j r' e v' t' e k _
poireðeð	_ p oo j r' e S' e S _
poite	_ p oo j t' e _
poiè	_ p oo j tS _
pojeba	_ p oo j' e b a _
pojert	_ p oo j' e r t _
pojevd	_ p oo j' e v t _
pok	_ p oo k _
pokaièia	_ p oo k a j tS' e _
pokanlak	_ p oo k a n l a k _
pokap	_ p oo k a p _
pokapaiguad	_ p oo k a p a j g u a t _
pokapivd	_ p oo k a p' i v t _
pokapneiv	_ p oo k a p' n' e j v _
pokdem	_ p oo g' d' e m _
pokdid	_ p oo g' d' i t _
poklip	_ p oo k' l' i p _
poknis	_ p oo k' n' i s _
pokopa	_ p oo k oo p a _
poksaidipe	_ p oo k s a j d' i p' e _
poksaiks	_ p oo k s a j k s _
pokselet	_ p oo k' s' e l' e t _
pokseletoidar	_ p oo k' s' e l' e t oo j d a r _
poksenik	_ p oo k' s' e n' i k _
poksipe	_ p oo k' s' i p' e _
poksirailop	_ p oo k' s' i r a j l oo p _
poksiratnips	_ p oo k' s' i r a t' n' i p s _
poksirep	_ p oo k' s' i r' e p _
poksoborts	_ p oo k s oo b oo r t s _
poksodielak	_ p oo k s oo d' ie l a k _
poksodne	_ p oo k s oo d' n' e _
poksodnenof	_ p oo k s oo d' n' e n oo f _
poksodno	_ p oo k s oo d n oo _
poksoerets	_ p oo k s oo e r' e t s _
poksofen	_ p oo k s oo f' e n _
poksogniral	_ p oo k s oo g' n' i r a l _
poksohcnorb	_ p oo k s oo h ts n oo r p _
poksoilbma	_ p oo k s oo j l b m a _
poksoileh	_ p oo k s oo j l' e h _
poksoilube	_ p oo k s oo j l u b' e _
poksoinma	_ p oo k s oo j n m a _
poksoirk	_ p oo k s oo j r k _
poksolicso	_ p oo k s oo l' i ts s oo _
poksomena	_ p oo k s oo m' e n a _
poksomlatfo	_ p oo k s oo m l a t f oo _
poksomlif	_ p oo k s oo m' l' i f _
poksomorhc	_ p oo k s oo m oo r h ts _
poksonafaid	_ p oo k s oo n a f a j t _
poksonavlag	_ p oo k s oo n a v l a k _
poksonir	_ p oo k s oo n' i r _
poksonof	_ p oo k s oo n oo f _
poksonoki	_ p oo k s oo n oo k' i _
poksonorhc	_ p oo k s oo n oo r h ts _
poksonorhcnis	_ p oo k s oo n oo r' h' ts' n' i s _
poksopot	_ p oo k s oo p oo t _
poksorab	_ p oo k s oo r a p _
poksorbiv	_ p oo k s oo r' b' i v _
poksordned	_ p oo k s oo r' d' n' e t _
poksorelks	_ p oo k s oo r' e l k s _
poksorgih	_ p oo k s oo r' g' i h _
poksorhcnis	_ p oo k s oo r' h' ts' n' i s _
poksorig	_ p oo k s oo r' i k _
poksorkim	_ p oo k s oo r' k' i m _
poksorkimartlu	_ p oo k s oo r' k' i m a r t l u _
poksorofsof	_ p oo k s oo r oo f s oo f _
poksoroh	_ p oo k s oo r oo h _
poksortkele	_ p oo k s oo r' t' k' e l' e _
poksortkeps	_ p oo k s oo r' t' k' e p s _
poksortkepsortsa	_ p oo k s oo r' t' k' e p s oo r t s a _
poksotamots	_ p oo k s oo t a m oo t s _
poksotats	_ p oo k s oo t a t s _
poksotets	_ p oo k s oo t' e t s _
poksotkefed	_ p oo k s oo t' k' e f' e t _
poksoto	_ p oo k s oo t oo _
poksotsihcat	_ p oo k s oo t' s' i h ts a t _
poksovo	_ p oo k s oo v oo _
poktib	_ p oo k' t' i p _
pokylia	_ p oo k' ii l' e _
pokð	_ p oo k S _
pokðeirp	_ p oo k' S' e j r p _
pokðt	_ p Oo k S t _
pokðta	_ p oo k S t a _
pokðtelë	_ p oo k' S' t' e l' ee _
pol	_ p oo l _
polag	_ p oo l a k _
polakse	_ p oo l a k' s' e _
polap	_ p oo l a p _
polemiz	_ p oo l' e m' i s _
poliariz	_ p oo l' e r' i s _
polifoniz	_ p oo l' i f oo n' i s _
polimerin	_ p oo l' i m' e r' i n _
polir	_ p oo l' i r _
politik	_ p oo l' i t' i k _
politiz	_ p oo l' i t' i s _
politna	_ p oo l' i t n a _
polkic	_ p oo l' k' i ts _
polkik	_ p oo l' k' i k _
poloniz	_ p oo l oo n' i s _
pols	_ p oo l s _
pomëgia	_ p oo m' ee g' e _
pon	_ p oo n _
pona	_ p oo n a _
ponak	_ p oo n a k _
poneiv	_ p oo n' e j v _
poniðkë	_ p oo n' i S' k' ee _
ponk	_ p oo n k _
pons	_ p oo n s _
ponsir	_ p oo n' s' i r _
ponso	_ p oo n s O _
ponë	_ p oo n' ee _
ponð	_ p oo n S _
pop	_ p oo p _
popieri	_ p oo p' ie r' i _
popiet	_ p oo p' iE t _
popieþia	_ p oo p' ie Z' e _
popin	_ p oo p' i n _
populiarin	_ p oo p u l' e r' i n _
populiariz	_ p oo p u l' e r' i s _
populiarë	_ p oo p u l' e r' ee _
popuri	_ p oo p u r' I _
por	_ p oo r _
poranrud	_ p oo r a n r u t _
pordiag	_ p oo r' d' e k _
porin	_ p oo r' i n _
porip	_ p oo r' i p _
pork	_ p oo r k _
pornûkrep	_ p oo r n uu k' r' e p _
port	_ p O r t _
portjë	_ p oo r' t' j' eE _
portmonë	_ p oo r t m oo n' eE _
portnahcra	_ p oo r t n a h ts r a _
portnaizelp	_ p oo r t n a j z' e l p _
portnaketip	_ p oo r t n a k' e t' i p _
portnalif	_ p oo r t n a l' i f _
portnanis	_ p oo r t n a n' i s _
portnaoelap	_ p oo r t n a oo e l a p _
portnarap	_ p oo r t n a r a p _
portnazim	_ p oo r t n a z' i m _
portnaþdniz	_ p oo r t n a Z' d' n' i s _
portnebir	_ p oo r' t' n' e b' i r _
portneozi	_ p oo r' t' n' e oo z' i _
portoileh	_ p oo r t oo j l' e h _
portomorhc	_ p oo r t oo m oo r h ts _
ports	_ p oo r t s _
porue	_ p oo r u e _
porueþu	_ p oo r u e Z u _
poryt	_ p oo r' Ii t _
poràkart	_ p Oo r aa k a r t _
poràsyk	_ p Oo r aa s' ii k _
pos	_ p oo s _
posm	_ p oo s m _
postringa	_ p oo s' t' r' i n g a _
postul	_ p oo s t u l _
posëdþia	_ p oo s' ee dZ' e _
pot	_ p oo t _
potekom	_ p Oo t' e k oo m _
potekomis	_ p Oo t' e k oo m' i s _
potem	_ p oo t' e m _
poteria	_ p oo t' e r' e _
potoib	_ p oo t oo j p _
potoke	_ p oo t oo k' e _
potozi	_ p oo t oo z' i _
potsotua	_ p oo t s oo t u a _
pouièpa	_ p oo w j tS p a _
pouk	_ p oo w k _
pour	_ p oo w r _
pourk	_ p oo w r k _
pous	_ p oo w s _
pout	_ p oo w t _
pouð	_ p oo w S _
poz	_ p oo s _
poze	_ p oo z' e _
poðk	_ p oo S k _
poðkin	_ p oo S' k' i n _
pra	_ p r a _
prab	_ p r a p _
prabanga	_ p r a b a n g A _
prabëgom	_ p r a b' ee g oo m _
prabëgomis	_ p r a b' ee g oo m' I s _
prad	_ p r a t _
pradienia	_ p r a d' ie n' e _
pradieniais	_ p r a d' ie n' e j s _
pradieniui	_ p r a d' ie n' U J _
pradmuo	_ p r a d m uO _
pradëm	_ p r aA d' ee m _
prak	_ p r a k _
prakait	_ p r a k a j t _
prakap	_ p r a k a p _
prakarp	_ p r a k a r p _
prakihcart	_ p r a k' i h ts a r t _
prakihcra	_ p r a k' i h ts r a _
prakilop	_ p r a k' i l oo p _
prakorops	_ p r a k oo r oo p s _
prakoun	_ p r a k oo w n _
prakpa	_ p r a k p a _
prakse	_ p r a k' s' e _
prakta	_ p r a k t a _
praktik	_ p r a k' t' i k _
prakði	_ p r a k' S' i _
prakþu	_ p r a g Z u _
pralaidþiui	_ p r a l a j dZ' U J _
pramainais	_ p r a m a j n A J s _
pramainui	_ p r a m a j n u j _
pramaiðiui	_ p r a m a j S' U J _
prameèi	_ p r A m' e tS' i _
prameèiais	_ p r a m' e tS' E J s _
prameèiui	_ p r a m' e tS' U J _
pramoga	_ p r a m oo g A _
pramonin	_ p r a m oo n' i n _
pramonë	_ p r aA m oo n' ee _
pramënesiui	_ p r a m' ee n' e s' U J _
pranakèiui	_ p r a n a k' tS' U J _
pranaða	_ p r a n a S A _
prareèiai	_ p r a r' e tS' E J _
prareèiais	_ p r a r' e tS' E J s _
prareèiui	_ p r a r' e tS' U J _
praryèiui	_ p r a r' ii tS' U J _
prasavaièiui	_ p r a s a v a j tS' U J _
prasi	_ p r A s' i _
prasmin	_ p r a s' m' i n _
prastin	_ p r a s' t' i n _
prastë	_ p r a s' t' ee _
prat	_ p r a t _
prateb	_ p r a t' e p _
pratgna	_ p r a d g n a _
pratin	_ p r a t' i n _
prativas	_ p r a t' i v a s _
pratkað	_ p r a t k a S _
pratmër	_ p r a t' m' ee r _
pratneis	_ p r a t' n' e j s _
pratni	_ p r a t' n' i _
pratokial	_ p r a t oo k' e l _
pratoneis	_ p r a t oo n' e j s _
pratorp	_ p r a t oo r p _
pratro	_ p r a t r oo _
pratëgiui	_ p r a t' eE g' u j _
praus	_ p r A W s _
prav	_ p r a v _
pravagiui	_ p r a v a g' U J _
pravagli	_ p r a v a g' l' i _
pravardþi	_ p r a v a r' dZ' i _
pravatmið	_ p r a v a t' m' i S _
pravinik	_ p r a v' i n' i k _
pravmeþ	_ p r a v' m' e S _
pravmrik	_ p r a v' m' r' i k _
pravnik	_ p r a v' n' i k _
pravrik	_ p r a v' r' i k _
pravypa	_ p r a v' ii p a _
prað	_ p r a S _
praðinë	_ p r a S' I n' ee _
praðom	_ p r aA S oo m _
praðydin	_ p r a S' ii d' i n _
prek	_ p' r' e k _
prekia	_ p' r' e k' e _
prelp	_ p' r' e l p _
prelð	_ p' r' e l S _
premij	_ p' r' e m' i j' _
prenumer	_ p' r' e n u m' e r _
prepar	_ p' r' e p a r _
pres	_ p' r' e s _
prespapjë	_ p' r' e s p a p' j' eE _
pret	_ p' r' e t _
pretend	_ p' r' e t' e n t _
prevaklið	_ p' r' e v a k' l' i S _
prevanil	_ p' r' e v a n' i l _
preventyviai	_ p' r' e v' e n' t' ii v' e j _
prevklið	_ p' r' e v' k' l' i S _
prezidenta	_ p' r' e z' i d' e n t a _
preè	_ p' r' e tS _
preð	_ p' r' e S _
pri	_ p' r' i _
pridurmai	_ p' r' i d U r m a j _
pridurmais	_ p' r' i d U r m a j s _
pridurmu	_ p' r' i d U r m u _
pridurmui	_ p' r' i d U r m u j _
prie	_ p' r' ie _
priebëgom	_ p' r' Ie b' ee g oo m _
priebëgomis	_ p' r' Ie b' ee g oo m' i s _
priekabia	_ p' r' ie k a b' E _
priekaiðta	_ p' r' ie k a j S t a _
priekin	_ p' r' Ie k' i n _
prielinksnë	_ p' r' ie l' i n' k' s' n' ee _
prietëmia	_ p' r' ie t' ee m' e _
prievarta	_ p' r' Ie v a r t a _
prieveiksmë	_ p' r' ie v' e j k' s' m' ee _
prieð	_ p' r' iE S _
prieðais	_ p' r' Ie S a j s _
prieðakë	_ p' r' ie S a k' ee _
prieðgynia	_ p' r' Ie Z' g' ii n' e _
prieðin	_ p' r' ie S' i n _
prieðinga	_ p' r' Ie S' i n g a _
prieðingë	_ p' r' ie S' i n' g' ee _
prieðokom	_ p' r' Ie S oo k oo m _
prieðokomis	_ p' r' Ie S oo k oo m' i s _
prieðpiet	_ p' r' ie S' p' iE t _
prieðpieèia	_ p' r' ie S' p' ie tS' e _
prieðprieðiais	_ p' r' Ie S' p' r' ie S' e j s _
prieðprieðin	_ p' r' ie S' p' r' ie S' i n _
prieðtara	_ p' r' Ie S t a r a _
prik	_ p' r' i k _
prikanliv	_ p' r' i k a n' l' i v _
prikiva	_ p' r' i k' i v a _
prikð	_ p' r' i k S _
primityvin	_ p' r' i m' i t' ii v' i n _
prisi	_ p' r' i s' i _
prissup	_ p' r' i s s u p _
prisuaisup	_ p' r' i s u a j s u p _
prit	_ p' r' i t _
pritorp	_ p' r' i t oo r p _
priv	_ p' r' i v _
prival	_ p' r' i v a l _
privatiz	_ p' r' i v a t' i s _
privilegij	_ p' r' i v' i l' e g' i j' _
pro	_ p r oo _
probëgom	_ p r Oo b' ee g oo m _
probëgomis	_ p r Oo b' ee g oo m' i s _
probëgðmais	_ p r Oo b' ee k S m a j s _
produk	_ p r oo d u k _
profan	_ p r oo f a n _
profesoria	_ p r oo f' e s oo r' e _
profili	_ p r oo f' i l' i _
prognoz	_ p r oo g n oo s _
program	_ p r oo g r a m _
progres	_ p r oo g' r' e s _
projekt	_ p r oo j' e k t _
proklam	_ p r oo k l a m _
proletarin	_ p r oo l' e t a r' i n _
proletarë	_ p r o l' e t A r' ee _
prolifer	_ p r oo l' i f' e r _
prolong	_ p r oo l oo n k _
propag	_ p r oo p a k _
propernai	_ p r Oo p' e r n a j _
prorisèia	_ p r Oo r' i S' tS' e _
pros	_ p r oo s _
prota	_ p r oo t a _
protamsa	_ p r Oo t a m s a _
proteg	_ p r oo t' e k _
protekine	_ p r Oo t' e k' i n' e _
protekiniais	_ p r Oo t' e k' i n' e j s _
protest	_ p r oo t' e s t _
protez	_ p r oo t' e s _
proteþë	_ p r oo t' e Z' eE _
protin	_ p r oo t' i n _
protokol	_ p r oo t oo k oo l _
protë	_ p r oo t' ee _
provirka	_ p r Oo v' i r k a _
provirkom	_ p r Oo v' i r k oo m _
provirkomis	_ p r Oo v' i r k oo m' i s _
provok	_ p r oo v oo k _
proðal	_ p r oo S Aa l _
prud	_ p r u t _
prudop	_ p r u d oo p _
pruilp	_ p r u j l p _
pruið	_ p r u j S _
pruk	_ p r u k _
prukdem	_ p r u g' d' e m _
pruktna	_ p r u k t n a _
prunkð	_ p r U N k S _
prunkðt	_ p r U n k S t _
prunkðta	_ p r u n k S t a _
prunkðtelë	_ p r u n' k' S' t' e l' ee _
prunkðèio	_ p r u n' k' S' tS' oo _
prusin	_ p r u s' i n _
pruz	_ p r u s _
prûn	_ p r uu n _
psaj	_ p s a j' _
psichologiz	_ p' s' i x oo l oo g' i s _
puaik	_ p u a j k _
puaiè	_ p u a j tS _
puaiènas	_ p u a j tS n a s _
puak	_ p u a k _
puaknas	_ p u a k n a s _
pual	_ p u a l _
puanes	_ p u a n' e s _
puap	_ p u a p _
puar	_ p u a r _
puarajëv	_ p u a r a j' ee v _
puark	_ p u a r k _
puart	_ p u a r t _
puasalp	_ p u a s a l p _
puat	_ p u a t _
puatap	_ p u a t a p _
puatnas	_ p u a t n a s _
publik	_ p u b' l' i k _
puboud	_ p u b oo w t _
pudiv	_ p u d' i v _
pudleg	_ p u d' l' e k _
pudlim	_ p u d' l' i m _
pudling	_ p u d' l' i n k _
pudnav	_ p u d n a v _
pudouj	_ p u d oo w j' _
pudr	_ p u d r _
pudraks	_ p u d r a k s _
pudua	_ p u d u a _
pudûr	_ p u d uu r _
pudþgerk	_ p u dZ' g' e r k _
pudþgrag	_ p u dZ g r a k _
pug	_ p u k _
pugor	_ p u g oo r _
pugrem	_ p u g' r' e m _
pugriþ	_ p u g' r' i S _
puik	_ p U J k _
puika	_ p u j k a _
puikin	_ p u j k' i n _
puikë	_ p U J k' ee _
puilës	_ p u j l' ee s _
puilð	_ p u j l S _
puinskla	_ p u j n s k l a _
puirts	_ p u j r t s _
puisko	_ p u j s k oo _
puièrak	_ p u j tS r a k _
puièrip	_ p u j tS' r' i p _
puiðap	_ p u j S a p _
pukieron	_ p u k' ie r oo n _
pukla	_ p u k l a _
pukliv	_ p u k' l' i v _
puknal	_ p u k n a l _
puknem	_ p u k' n' e m _
pukno	_ p u k n oo _
puksurd	_ p u k s u r t _
puksyv	_ p u k' s' ii v _
puksyvikra	_ p u k' s' ii v' i k r a _
pukð	_ p U k S _
pukðen	_ p u k' S' e n _
pukðno	_ p u k S n oo _
pukðt	_ p U k S t _
pukðtelë	_ p u k' S' t' e l' ee _
pul	_ p u l _
pula	_ p u l a _
pulado	_ p u l a d oo _
pulailiak	_ p u l a j l' e k _
pulailrav	_ p u l a j l r a v _
pulakas	_ p u l a k a s _
pulatnak	_ p u l a t n a k _
puld	_ p u l t _
puldinë	_ p u l' d' i n' ee _
puldo	_ p U l d oo _
pulebo	_ p u l' e b oo _
puleil	_ p u l' e j l _
pulge	_ p u l' g' e _
pulim	_ p u l' i m _
pulip	_ p u l' i p _
pulið	_ p u l' i S _
pulk	_ p U l k _
pulka	_ p u l k a _
pulkrak	_ p u l k r a k _
pulnuð	_ p u l n u S _
puloun	_ p u l oo w n _
puls	_ p U L s _
pulveriz	_ p u l' v' e r' i s _
pulûk	_ p u l uu k _
pumeþ	_ p u m' e S _
pump	_ p u m p _
pumpt	_ p U m p t _
pumptelë	_ p u m' p' t' e l' ee _
pumpur	_ p u m p u r _
puneirp	_ p u n' e j r p _
punen	_ p u n' e n _
punes	_ p u n' e s _
puniad	_ p u n' e t _
punim	_ p u n' i m _
punivraps	_ p u n' i v r a p s _
punlek	_ p u n' l' e k _
punoj	_ p u n oo j' _
punskle	_ p u n' s' k' l' e _
punðkniv	_ p u n' S' k' n' i v _
punûjiv	_ p u n uu j' i v _
puolinë	_ p uo l' i n' ee _
puoselë	_ p uo s' e l' ee _
puota	_ p uo t A _
puoð	_ p uO S _
puoðinë	_ p uo S' i n' ee _
puoðmuo	_ p uo S m uO _
pup	_ p u p _
pupa	_ p u p A _
pupailkra	_ p u p a j l k r a _
pupeil	_ p u p' e j l _
pupen	_ p u p' e n _
pupin	_ p u p' i n _
pupmalk	_ p u p m a l k _
puprat	_ p u p r a t _
pups	_ p u p s _
pupt	_ p U p t _
puptelë	_ p u p' t' e l' ee _
pur	_ p u r _
purab	_ p u r a p _
purbev	_ p u r' b' e v _
purek	_ p u r' e k _
puren	_ p u r' e n _
purg	_ p u r k _
purgniv	_ p u r' g' n' i v _
purgop	_ p u r g oo p _
purgpop	_ p u r k p oo p _
purin	_ p u r' i n _
puris	_ p u r' i s _
purk	_ p U r k _
purkð	_ p U R k S _
purkðno	_ p u r k S n oo _
purkðt	_ p U r k S t _
purkðta	_ p u r k S t a _
purkðtelë	_ p u r' k' S' t' e l' ee _
purkðèio	_ p u r' k' S' tS' oo _
purov	_ p u r oo v _
purp	_ p u r p _
purps	_ p U R p s _
purpt	_ p U r p t _
purptelë	_ p u r' p' t' e l' ee _
purpèio	_ p u r' p' tS' oo _
purslo	_ p U R s l oo _
purt	_ p u r t _
purtnemka	_ p u r' t' n' e m k a _
purtoun	_ p u r t oo w n _
purtði	_ p u r' t' S' i _
puruat	_ p u r u a t _
purudiv	_ p u r u d' i v _
purvin	_ p u r' v' i n _
purypa	_ p u r' ii p a _
purzlin	_ p u r' z' l' i n _
purë	_ p u r' ee _
purðkin	_ p u r' S' k' i n _
purûd	_ p u r uu t _
purûj	_ p u r uu j' _
purût	_ p u r uu t _
pusantro	_ p u s A N t r oo _
pusaðtunto	_ p u s a S t U N t oo _
pusbadþia	_ p u z b a dZ' e _
pusbernia	_ p u z' b' e r' n' e _
pusdevinto	_ p u z' d' e v' I N t oo _
pusdeðimto	_ p u z' d' e S' I M t oo _
pusiau	_ p u s' Ea w _
pusiausëda	_ p u s' Ea w s' ee d a _
pusiausëdom	_ p u s' Ea w s' ee d oo m _
pusiausëdomis	_ p u s' Ea w s' ee d oo m' i s _
pusiauðnibþda	_ p u s' Ea w S' n' i b Z d a _
pusininka	_ p u s' i n' i n k a _
pusketvirto	_ p u s' k' e t' v' I R t oo _
pusla	_ p u s l a _
pusmirkom	_ p U s' m' i r k oo m _
pusmirkomis	_ p U s' m' i r k oo m' i s _
puspenkto	_ p u s' p' E N k t oo _
pusryèia	_ p u s' r' ii tS' e _
pusseptinto	_ p u s' s' e p' t' I N t oo _
pust	_ p u s t _
pustekine	_ p U s' t' e k' i n' e _
pustreèio	_ p u s' t' r' eA tS' oo _
pusuas	_ p u s u a s _
pusë	_ p U s' ee _
pusðeðto	_ p u s' S' eA S t oo _
pusðnibþda	_ p U s' S' n' i b Z d a _
pusðnibþdþiu	_ p U s' S' n' i b' Z' dZ' u _
put	_ p U t _
putatðiv	_ p u t a t' S' i v _
puten	_ p u t' e n _
putin	_ p u t' i n _
putlab	_ p u t l a p _
putlað	_ p u t l a S _
putlûk	_ p u t l uu k _
putmuo	_ p u t m uO _
putna	_ p u t n a _
putnel	_ p u t' n' e l _
putnevð	_ p u t' n' e v S _
putno	_ p u t n oo _
puto	_ p U t oo _
putoj	_ p U t oo j' _
putrab	_ p u t r a p _
putrak	_ p u t r a k _
putrat	_ p u t r a t _
putrems	_ p u t' r' e m s _
putro	_ p u t r oo _
putsirk	_ p u t' s' i r k _
putsrig	_ p u t' s' r' i k _
putuat	_ p u t u a t _
putulep	_ p u t u l' e p _
putëð	_ p u t' ee S _
putðkeið	_ p u t' S' k' e j S _
putðkua	_ p u t S k u a _
puveid	_ p u v' e j t _
puðeð	_ p u S' e S _
puðeðnes	_ p u S' e S' n' e s _
puðiar	_ p u S' e r _
puðim	_ p u S' I m _
puðinë	_ p u S' I n' ee _
puðk	_ p u S k _
puðken	_ p u S' k' e n _
puðkin	_ p u S' k' i n _
puðkuli	_ p u S k u l' i _
puðomat	_ p u S oo m a t _
puðop	_ p u S oo p _
puðrig	_ p u S' r' i k _
puðruk	_ p u S r u k _
puðtu	_ p u S t U _
puðëg	_ p u S' ee k _
puþarg	_ p u Z a r k _
puþark	_ p u Z a r k _
puþin	_ p u Z' i n _
puþinë	_ p U Z' i n' ee _
puþleg	_ p u Z' l' e k _
